Ticker,Date,Open,High,Low,Close,Volume
AAPL,2020-01-02,71.72101143907315,72.77659055848162,71.4668047519516,72.716064453125,135480400
AAPL,2020-01-03,71.94133580542943,72.7717522953066,71.78396939069293,72.00912475585938,146322800
AAPL,2020-01-06,71.12786596061405,72.62164622763687,70.87607527260708,72.5829086303711,118387200
AAPL,2020-01-07,72.59258596559819,72.84921605109494,72.02122310005907,72.24153900146484,108872000
AAPL,2020-01-08,71.943758846659,73.70627893727402,71.943758846659,73.40364837646484,132079200
AAPL,2020-01-09,74.38414320167678,75.15645672191302,74.13235998018428,74.96277618408203,170108400
AAPL,2020-01-10,75.19763610714092,75.69879404161257,74.62868922900458,75.13226318359375,140644800
AAPL,2020-01-13,75.44942915816804,76.76405445807666,75.33079296168272,76.73741912841797,121532000
AAPL,2020-01-14,76.6744745414686,76.88510420958616,75.57774178905865,75.70121002197266,161954400
AAPL,2020-01-15,75.50028381601487,76.38396369325629,74.94343907710318,75.3768081665039,121923600
AAPL,2020-01-16,75.92152830847965,76.43237250443956,75.5583716587375,76.32099914550781,108829200
AAPL,2020-01-17,76.57037988918707,77.16837823985516,76.26290986480943,77.16596221923828,137816400
AAPL,2020-01-21,76.79308601074507,77.23613375865908,76.50498121824681,76.64298248291016,110843200
AAPL,2020-01-22,77.12964119289799,77.4710093927943,76.82217116630478,76.91659545898438,101832400
AAPL,2020-01-23,76.96981594776591,77.3668632281448,76.42023436076757,77.28697204589844,104472000
AAPL,2020-01-24,77.53394558679635,78.2796239983564,76.87299781703734,77.06426239013672,146537600
AAPL,2020-01-27,75.06687376007451,75.48087012755143,73.81277500714687,74.79814147949219,161940000
AAPL,2020-01-28,75.6818509443487,77.08605376922371,75.58258723533865,76.9141616821289,162234000
AAPL,2020-01-29,78.55080525794223,79.37395905172454,77.8075426954761,78.524169921875,216229200
AAPL,2020-01-30,77.60417282727558,78.46364078408652,77.17080373518314,78.4103775024414,126743200
AAPL,2020-01-31,77.69857485901245,78.12225762194025,74.63837863048332,74.93374633789062,199588400
AAPL,2020-02-03,73.67237945985059,75.89731989448796,73.16880546652003,74.72795867919922,173788400
AAPL,2020-02-04,76.33794793595989,77.38626426505087,75.93121426303615,77.19499969482422,136616400
AAPL,2020-02-05,78.32562874403418,78.62584328517734,77.21921702642419,77.82447814941406,118826800
AAPL,2020-02-06,78.09565020914057,78.7372256553915,77.53638940614043,78.73480224609375,105425600
AAPL,2020-02-07,78.23243405494627,78.48239314790939,77.17192792843306,77.66456604003906,117684000
AAPL,2020-02-10,76.24488890405078,78.03343200683594,76.16480809009461,78.03343200683594,109348800
AAPL,2020-02-11,78.53093937088862,78.60374012100387,77.34423530217373,77.5626449584961,94323200
AAPL,2020-02-12,78.01402569685219,79.40943007689862,78.01402569685219,79.40457916259766,113730400
AAPL,2020-02-13,78.67411425559266,79.16675238353734,78.47026476188894,78.8391342163086,94747600
AAPL,2020-02-14,78.80759072301922,79.10851777495836,78.34893117896286,78.85855865478516,80113600
AAPL,2020-02-18,76.53127166279081,77.59663638650063,76.34926235148549,77.41462707519531,152531200
AAPL,2020-02-19,77.65728500864738,78.76632988761132,77.65728500864738,78.53578186035156,93984000
AAPL,2020-02-20,78.29553354521413,78.78574250032466,77.22288901629881,77.73008728027344,100566000
AAPL,2020-02-21,77.32238890983989,77.76649566805042,75.35183643347615,75.97066497802734,129554000
AAPL,2020-02-24,72.13876947323553,73.81810418195764,70.19005719516358,72.36203002929688,222195200
AAPL,2020-02-25,73.03424203168211,73.41767156165426,69.4377377687625,69.91095733642578,230673600
AAPL,2020-02-26,69.53481752247102,72.28922581008212,69.52753744829661,71.02001190185547,198054800
AAPL,2020-02-27,68.21708245275049,69.4062083168437,66.2416714304022,66.37757110595703,320605600
AAPL,2020-02-28,62.43160376696,67.56426328843753,62.21561589566721,66.33872985839844,426510000
AAPL,2020-03-02,68.50343166746465,73.15316245707646,67.39681595785085,72.5149154663086,341397200
AAPL,2020-03-03,73.69434436871329,73.77442519005979,69.3576638774749,70.21189880371094,319475600
AAPL,2020-03-04,71.93977581539738,73.62881987433597,71.13650877871662,73.4686508178711,219178400
AAPL,2020-03-05,71.71650028960082,72.69449642985231,70.71909308665877,71.08554077148438,187572800
AAPL,2020-03-06,68.43549184953756,70.57592284013839,68.24863164787311,70.14152526855469,226176800
AAPL,2020-03-09,64.00657807727688,67.4865936042117,63.82456885051685,64.59386444091797,286744800
AAPL,2020-03-10,67.25607654604191,69.5129887846972,65.37045555760074,69.24604034423828,285290000
AAPL,2020-03-11,67.31674360006403,68.24620108036899,65.97472137640763,66.8410873413086,255598800
AAPL,2020-03-12,62.11126834135515,65.52333473547242,60.18439634961911,60.240211486816406,418474000
AAPL,2020-03-13,64.28325061879912,67.93071607578169,61.38565875889742,67.45748901367188,370732000
AAPL,2020-03-16,58.716182706946256,62.87327141626091,58.242959402399286,58.77928161621094,322423600
AAPL,2020-03-17,60.06548857627604,62.516544687820904,57.854682347294336,61.36382293701172,324056000
AAPL,2020-03-18,58.187153255274865,60.66975874633833,57.54405159077075,59.861637115478516,300233600
AAPL,2020-03-19,60.03636945225578,61.358969521399985,58.87636390068454,59.402976989746094,271857200
AAPL,2020-03-20,59.98541147221811,61.113871383188844,55.33082863063687,55.631752014160156,401693200
AAPL,2020-03-23,55.35023092369006,55.45215566699075,51.59598621533572,54.44989013671875,336752800
AAPL,2020-03-24,57.359609676283746,60.10916324280381,56.85969151927787,59.912593841552734,287531200
AAPL,2020-03-25,60.85176409780143,62.67185674280047,59.286485163699844,59.58255386352539,303602000
AAPL,2020-03-26,59.82523808416542,62.77621240154902,59.78640854897909,62.71797180175781,252087200
AAPL,2020-03-27,61.33711636840459,62.094273652565946,59.95384682888378,60.12129592895508,204216800
AAPL,2020-03-30,60.849342024154396,62.0093475048291,60.52414930589501,61.83704376220703,167976400
AAPL,2020-03-31,62.028773909212845,63.70082890798329,61.155127745932546,61.71086120605469,197002000
AAPL,2020-04-01,59.82037323829742,60.35912091217952,58.03183020107801,58.46379852294922,176218400
AAPL,2020-04-02,58.32548464424578,59.49277033542223,57.49066808175266,59.43938064575195,165934000
AAPL,2020-04-03,58.92247157470053,59.62623930857482,57.99301040837071,58.585147857666016,129880000
AAPL,2020-04-06,60.888155740548534,63.85126406814097,60.519286350194704,63.695953369140625,201820400
AAPL,2020-04-07,65.7174729657415,65.93588999958892,62.85386360925453,62.958213806152344,202887200
AAPL,2020-04-08,63.76149282104844,64.88509803559353,63.395052482452144,64.56961822509766,168895200
AAPL,2020-04-09,65.20786807728709,65.54033721316215,64.2371518120858,65.03556060791016,161834800
AAPL,2020-04-13,65.11320728466447,66.42125075775364,64.51136064871955,66.31204223632812,131022800
AAPL,2020-04-14,67.95012658868427,69.95222853281514,67.47689953040836,69.6610107421875,194994800
AAPL,2020-04-15,68.53257686850102,69.48630396115935,68.10303752445863,69.02521514892578,131154400
AAPL,2020-04-16,69.74111095168836,69.94010956261418,68.52043554980419,69.57366180419922,157125200
AAPL,2020-04-17,69.08829799292641,69.63675500516926,67.1881169210457,68.62963104248047,215250000
AAPL,2020-04-20,67.4526460174679,68.35783414900595,67.18569757688921,67.20510864257812,130015200
AAPL,2020-04-21,67.04736932204841,67.2827683027009,64.41430008220807,65.12777709960938,180991600
AAPL,2020-04-22,66.39939402555568,67.44048895263322,66.05722317141493,67.00366973876953,116862400
AAPL,2020-04-23,66.94786041444767,68.37481424450658,66.7051813931717,66.74401092529297,124814400
AAPL,2020-04-24,67.27062041354411,68.68058478279482,67.22208165212722,68.6708755493164,126161200
AAPL,2020-04-27,68.38696009309551,69.05190579194252,67.93800973096258,68.71943664550781,117087600
AAPL,2020-04-28,69.18292026480744,69.36492949955759,67.51329510571802,67.60550689697266,112004800
AAPL,2020-04-29,69.0980050622793,70.29684010085327,68.89415555935265,69.82604217529297,137280800
AAPL,2020-04-30,70.36721610873765,71.47626115798072,69.976506388418,71.29910278320312,183064000
AAPL,2020-05-01,69.46688076275679,72.56103877053023,69.36981062017894,70.15123748779297,240616800
AAPL,2020-05-04,70.17549663342325,71.27240315582554,69.48385993378157,71.14378356933594,133568000
AAPL,2020-05-05,71.60489586764263,73.04641033856298,71.45928692397801,72.21159362792969,147751200
